2026-05-17 19:51:18,204 | INFO | ============================================================
2026-05-17 19:51:29,259 | INFO | Temp directory created: /var/folders/mt/45j0fyn903v6_rhj982n0qvh0000gn/T/tmpsoz3ztax.
2026-05-17 19:51:29,260 | INFO | Opening browser.
2026-05-17 19:51:29,260 | INFO | Temp directory created: /var/folders/mt/45j0fyn903v6_rhj982n0qvh0000gn/T/tmpu0flfmpv.
2026-05-17 19:51:29,260 | INFO | Temporary directory at: /var/folders/mt/45j0fyn903v6_rhj982n0qvh0000gn/T/tmpu0flfmpv
2026-05-17 19:51:31,138 | INFO | Conforming 1 to file:///var/folders/mt/45j0fyn903v6_rhj982n0qvh0000gn/T/tmpsoz3ztax/index.html
2026-05-17 19:51:32,747 | INFO | Getting tab from queue (has 1)
2026-05-17 19:51:32,747 | INFO | Got 52B9
2026-05-17 19:51:32,908 | INFO | Reloading tab 52B9 before return.
2026-05-17 19:51:33,131 | INFO | Putting tab 52B9 back (queue size: 0).
2026-05-17 19:51:33,131 | INFO | Waiting for all cleanups to finish.
2026-05-17 19:51:33,131 | INFO | Exiting Kaleido.
2026-05-17 19:51:33,132 | INFO | TemporaryDirectory.cleanup() worked.
2026-05-17 19:51:33,132 | INFO | shutil.rmtree worked.
2026-05-17 19:51:33,132 | INFO | Closing browser.
2026-05-17 19:51:33,134 | INFO | TemporaryDirectory.cleanup() worked.
2026-05-17 19:51:33,134 | INFO | shutil.rmtree worked.
2026-05-17 19:51:33,134 | INFO | Closing browser.
2026-05-17 19:51:33,134 | INFO | Cancelling tasks.
2026-05-17 19:51:33,135 | INFO | Exiting Kaleido/Choreo.
2026-05-17 19:51:33,406 | INFO | TemporaryDirectory.cleanup() worked.
2026-05-17 19:51:33,406 | INFO | shutil.rmtree worked.
2026-05-17 19:51:33,406 | INFO | Cancelling tasks.
2026-05-17 19:51:33,407 | INFO | Exiting Kaleido/Choreo.
2026-05-17 19:51:33,461 | INFO | Saved: 23_surge_by_hour
2026-05-17 19:51:33,461 | INFO | ============================================================
2026-05-17 19:51:33,462 | INFO | PHASE 3 COMPLETE — 3 plots saved to plots/
2026-05-17 19:51:33,462 | INFO | ============================================================
2026-05-17 19:51:33,659 | INFO | TemporaryDirectory.cleanup() worked.
2026-05-17 19:51:33,660 | INFO | shutil.rmtree worked.
