2026-05-17 19:51:18,204 | INFO | ============================================================
2026-05-17 19:51:18,205 | INFO | PHASE 3: FARE & TIP DEEP DIVE
2026-05-17 19:51:18,205 | INFO | ============================================================
2026-05-17 19:51:18,320 | INFO | Loaded 560,501 rows
2026-05-17 19:51:18,702 | INFO | Tip% — CC trips: 387,362, mean=20.88%, median=22.00%
2026-05-17 19:51:18,819 | INFO | Chromium init'ed with kwargs {}
2026-05-17 19:51:18,849 | INFO | Found chromium path: /Applications/Google Chrome.app/Contents/MacOS/Google Chrome
2026-05-17 19:51:18,851 | INFO | Temp directory created: /var/folders/mt/45j0fyn903v6_rhj982n0qvh0000gn/T/tmpe787emuq.
2026-05-17 19:51:18,852 | INFO | Opening browser.
2026-05-17 19:51:18,853 | INFO | Temp directory created: /var/folders/mt/45j0fyn903v6_rhj982n0qvh0000gn/T/tmpfxgawskj.
2026-05-17 19:51:18,853 | INFO | Temporary directory at: /var/folders/mt/45j0fyn903v6_rhj982n0qvh0000gn/T/tmpfxgawskj
2026-05-17 19:51:20,584 | INFO | Conforming 1 to file:///var/folders/mt/45j0fyn903v6_rhj982n0qvh0000gn/T/tmpe787emuq/index.html
2026-05-17 19:51:21,834 | INFO | Getting tab from queue (has 1)
2026-05-17 19:51:21,834 | INFO | Got FBA1
2026-05-17 19:51:22,508 | INFO | Reloading tab FBA1 before return.
2026-05-17 19:51:22,677 | INFO | Putting tab FBA1 back (queue size: 0).
2026-05-17 19:51:22,678 | INFO | Waiting for all cleanups to finish.
2026-05-17 19:51:22,678 | INFO | Exiting Kaleido.
2026-05-17 19:51:22,679 | INFO | TemporaryDirectory.cleanup() worked.
2026-05-17 19:51:22,679 | INFO | shutil.rmtree worked.
2026-05-17 19:51:22,679 | INFO | Closing browser.
2026-05-17 19:51:22,681 | INFO | TemporaryDirectory.cleanup() worked.
2026-05-17 19:51:22,681 | INFO | shutil.rmtree worked.
2026-05-17 19:51:22,681 | INFO | Closing browser.
2026-05-17 19:51:22,681 | INFO | Cancelling tasks.
2026-05-17 19:51:22,682 | INFO | Exiting Kaleido/Choreo.
2026-05-17 19:51:22,943 | INFO | TemporaryDirectory.cleanup() worked.
2026-05-17 19:51:22,943 | INFO | shutil.rmtree worked.
2026-05-17 19:51:22,943 | INFO | Cancelling tasks.
2026-05-17 19:51:22,943 | INFO | Exiting Kaleido/Choreo.
2026-05-17 19:51:23,031 | INFO | Saved: 21_tip_pct_distribution
2026-05-17 19:51:23,557 | INFO | Chromium init'ed with kwargs {}
2026-05-17 19:51:23,576 | INFO | Found chromium path: /Applications/Google Chrome.app/Contents/MacOS/Google Chrome
2026-05-17 19:51:23,576 | INFO | Temp directory created: /var/folders/mt/45j0fyn903v6_rhj982n0qvh0000gn/T/tmp__c623_y.
2026-05-17 19:51:23,577 | INFO | Opening browser.
2026-05-17 19:51:23,578 | INFO | Temp directory created: /var/folders/mt/45j0fyn903v6_rhj982n0qvh0000gn/T/tmppocnuj9y.
2026-05-17 19:51:23,578 | INFO | Temporary directory at: /var/folders/mt/45j0fyn903v6_rhj982n0qvh0000gn/T/tmppocnuj9y
2026-05-17 19:51:25,570 | INFO | Conforming 1 to file:///var/folders/mt/45j0fyn903v6_rhj982n0qvh0000gn/T/tmp__c623_y/index.html
2026-05-17 19:51:27,155 | INFO | Getting tab from queue (has 1)
2026-05-17 19:51:27,155 | INFO | Got 972B
2026-05-17 19:51:28,483 | INFO | Reloading tab 972B before return.
2026-05-17 19:51:28,704 | INFO | Putting tab 972B back (queue size: 0).
2026-05-17 19:51:28,705 | INFO | Waiting for all cleanups to finish.
2026-05-17 19:51:28,705 | INFO | Exiting Kaleido.
2026-05-17 19:51:28,705 | INFO | TemporaryDirectory.cleanup() worked.
2026-05-17 19:51:28,705 | INFO | shutil.rmtree worked.
2026-05-17 19:51:28,706 | INFO | Closing browser.
2026-05-17 19:51:28,707 | INFO | TemporaryDirectory.cleanup() worked.
2026-05-17 19:51:28,708 | INFO | shutil.rmtree worked.
2026-05-17 19:51:28,708 | INFO | Closing browser.
2026-05-17 19:51:28,708 | INFO | Cancelling tasks.
2026-05-17 19:51:28,708 | INFO | Exiting Kaleido/Choreo.
2026-05-17 19:51:28,978 | INFO | TemporaryDirectory.cleanup() worked.
2026-05-17 19:51:28,978 | INFO | shutil.rmtree worked.
2026-05-17 19:51:28,978 | INFO | Cancelling tasks.
2026-05-17 19:51:28,978 | INFO | Exiting Kaleido/Choreo.
2026-05-17 19:51:29,124 | INFO | Saved: 22_fare_per_mile_by_borough
2026-05-17 19:51:29,181 | INFO | TemporaryDirectory.cleanup() worked.
2026-05-17 19:51:29,181 | INFO | shutil.rmtree worked.
2026-05-17 19:51:29,181 | INFO | TemporaryDirectory.cleanup() worked.
2026-05-17 19:51:29,182 | INFO | shutil.rmtree worked.
2026-05-17 19:51:29,257 | INFO | Chromium init'ed with kwargs {}
2026-05-17 19:51:29,259 | INFO | Found chromium path: /Applications/Google Chrome.app/Contents/MacOS/Google Chrome
